date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:28	287387/287387	------	200	untouched ('OK')	text/html	etag:W/%22550xir5jdq643y%22	https://www.collegedekho.com/courses/bachelor-of-physiotherapy-bpt	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bachelor-of-physiotherapy-bpt.html	(from https://www.collegedekho.com/)
13:16:28	209014/209014	------	200	untouched ('OK')	text/html	etag:W/%2270o166rrpi4fs3%22	https://www.collegedekho.com/courses/doctorate-of-medicine-dm	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/doctorate-of-medicine-dm.html	(from https://www.collegedekho.com/)
13:16:28	263496/263496	------	200	untouched ('OK')	text/html	etag:W/%22uqy3bgwcea5lsn%22	https://www.collegedekho.com/courses/md-doctor-of-medicine	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/md-doctor-of-medicine.html	(from https://www.collegedekho.com/)
13:16:28	257569/257569	------	200	untouched ('OK')	text/html	etag:W/%2216p70vv3rd65gzy%22	https://www.collegedekho.com/courses/bachelor-of-homoeopathic-medicine-and-surgery-bhms	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bachelor-of-homoeopathic-medicine-and-surgery-bhms.html	(from https://www.collegedekho.com/)
13:16:28	257350/257350	------	200	untouched ('OK')	text/html	etag:W/%22tc6ffkreij5h1d%22	https://www.collegedekho.com/courses/bachelor-of-ayurveda-medical-and-surgery-bams	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bachelor-of-ayurveda-medical-and-surgery-bams.html	(from https://www.collegedekho.com/)
13:16:28	278259/278259	------	200	untouched ('OK')	text/html	etag:W/%22bws3gsspi95x2o%22	https://www.collegedekho.com/diploma-in-medical-laboratory-technology-course-cid	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/diploma-in-medical-laboratory-technology-course-cid.html	(from https://www.collegedekho.com/)
13:16:28	237491/237491	------	200	untouched ('OK')	text/html	etag:W/%22hy5n7s3be651ky%22	https://www.collegedekho.com/courses/medical-laboratory-technology-mlt	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/medical-laboratory-technology-mlt.html	(from https://www.collegedekho.com/)
13:16:30	156/156	------	308	error ('Resume%20Incomplete')	text/html	date:Mon,%2007%20Sep%202026%2017:47:43%20GMT	https://www.collegedekho.com/colleges/invertis-university	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/invertis-university.7d.delayed	(from https://www.collegedekho.com/)
13:16:30	52/52	------	308	error ('Permanent%20Redirect')	unknown/unknown	date:Sun,%2020%20Sep%202026%2008:58:23%20GMT	https://www.collegedekho.com/courses/bachelor-of-unani-medicine-and-surgery-bums/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bachelor-of-unani-medicine-and-surgery-bums/index.html	(from https://www.collegedekho.com/)
13:16:30	266240/266240	------	200	untouched ('OK')	text/html	etag:W/%22rqhbnnc8o15nub%22	https://www.collegedekho.com/courses/master-of-public-health	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/master-of-public-health.html	(from https://www.collegedekho.com/)
13:16:30	517788/517788	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:24%20GMT	https://www.collegedekho.com/sciences/colleges-in-india/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-india/index.html	(from https://www.collegedekho.com/)
13:16:30	524995/524995	------	200	untouched ('OK')	text/html	etag:W/%22iy347rt0hjb6iq%22	https://www.collegedekho.com/university/invertis-university	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/university/invertis-university.html	(from https://www.collegedekho.com/)
13:16:30	420093/420093	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:26%20GMT	https://www.collegedekho.com/sciences-entrance-exams/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences-entrance-exams/index.html	(from https://www.collegedekho.com/)
13:16:30	258315/258315	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:26%20GMT	https://www.collegedekho.com/exam/cuet	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/cuet.html	(from https://www.collegedekho.com/)
13:16:30	197091/197091	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:27%20GMT	https://www.collegedekho.com/exam/cuet-pg	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/cuet-pg.html	(from https://www.collegedekho.com/)
13:16:30	237129/237129	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:28%20GMT	https://www.collegedekho.com/exam/iit-jam	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/iit-jam.html	(from https://www.collegedekho.com/)
13:16:30	196466/196466	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:30%20GMT	https://www.collegedekho.com/exam/bhu-uet	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/bhu-uet.html	(from https://www.collegedekho.com/)
13:16:30	207994/207994	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:31%20GMT	https://www.collegedekho.com/exam/iiser-aptitude-test	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/iiser-aptitude-test.html	(from https://www.collegedekho.com/)
13:16:30	572104/572104	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:32%20GMT	https://www.collegedekho.com/sciences/colleges-in-maharashtra/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-maharashtra/index.html	(from https://www.collegedekho.com/)
13:16:30	466296/466296	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:32%20GMT	https://www.collegedekho.com/sciences/colleges-in-tamil-nadu/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-tamil-nadu/index.html	(from https://www.collegedekho.com/)
13:16:31	508560/508560	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:32%20GMT	https://www.collegedekho.com/sciences/colleges-in-delhi/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-delhi/index.html	(from https://www.collegedekho.com/)
13:16:31	604150/604150	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:41%20GMT	https://www.collegedekho.com/sciences/colleges-in-uttar-pradesh/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-uttar-pradesh/index.html	(from https://www.collegedekho.com/)
13:16:31	470920/470920	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:42%20GMT	https://www.collegedekho.com/sciences/colleges-in-andhra-pradesh/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-andhra-pradesh/index.html	(from https://www.collegedekho.com/)
13:16:31	552241/552241	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:58:43%20GMT	https://www.collegedekho.com/sciences/colleges-in-punjab/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/sciences/colleges-in-punjab/index.html	(from https://www.collegedekho.com/)
13:16:31	301393/301393	------	200	untouched ('OK')	text/html	etag:W/%2222c7lsjqvv6f06%22	https://www.collegedekho.com/bachelor-of-science-bsc-course-cid	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/bachelor-of-science-bsc-course-cid.html	(from https://www.collegedekho.com/)
13:16:31	268354/268354	------	200	untouched ('OK')	text/html	etag:W/%221ld7btxf6u5phj%22	https://www.collegedekho.com/courses/bsc-home-science	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-home-science.html	(from https://www.collegedekho.com/)
13:16:31	305541/305541	------	200	untouched ('OK')	text/html	etag:W/%22bbrukv5gxz6i44%22	https://www.collegedekho.com/bachelor-of-science-bsc-computer-science-course-cid	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/bachelor-of-science-bsc-computer-science-course-cid.html	(from https://www.collegedekho.com/)
13:16:31	284166/284166	------	200	untouched ('OK')	text/html	etag:W/%22r1p21y5g8n61jd%22	https://www.collegedekho.com/bachelor-of-science-bsc-biotechnology-course-cid	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/bachelor-of-science-bsc-biotechnology-course-cid.html	(from https://www.collegedekho.com/)
13:16:31	293964/293964	------	200	untouched ('OK')	text/html	etag:W/%22d04bdsgv8u69a1%22	https://www.collegedekho.com/courses/bsc-psychology	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-psychology.html	(from https://www.collegedekho.com/)
13:16:31	292115/292115	------	200	untouched ('OK')	text/html	etag:W/%22vztm8qvo0x67re%22	https://www.collegedekho.com/courses/master-of-science-msc	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/master-of-science-msc.html	(from https://www.collegedekho.com/)
13:16:31	324859/324859	------	200	untouched ('OK')	text/html	etag:W/%22la4i88zi726x2a%22	https://www.collegedekho.com/courses/bsc-microbiology	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-microbiology.html	(from https://www.collegedekho.com/)
13:16:31	223925/223925	------	200	untouched ('OK')	text/html	etag:W/%22fsw6cdagx4r5o%22	https://www.collegedekho.com/courses/bsc-hons	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-hons.html	(from https://www.collegedekho.com/)
13:16:32	173555/173555	------	200	untouched ('OK')	text/html	etag:W/%2211flme2tk963oey%22	https://www.collegedekho.com/courses/bsc-medical-laboratory-technology-mlt	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-medical-laboratory-technology-mlt.html	(from https://www.collegedekho.com/)
13:16:32	457517/457517	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:01%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-india/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-india/index.html	(from https://www.collegedekho.com/)
13:16:32	281925/281925	------	200	untouched ('OK')	text/html	etag:W/%22iorkb5bmy75ybu%22	https://www.collegedekho.com/colleges/shri-ram-institute-of-hotel-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/shri-ram-institute-of-hotel-management.html	(from https://www.collegedekho.com/)
13:16:32	2207/2207	------	404	error ('Not%20Found')	text/html	etag:W/%22qepo03ty8c1pb%22	https://www.collegedekho.com/courses/mca	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/mca.a6.delayed	(from https://www.collegedekho.com/)
13:16:32	475128/475128	------	200	untouched ('OK')	text/html	etag:W/%22181bk45bplta40y%22	https://www.collegedekho.com/colleges/brainware-university	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/brainware-university.html	(from https://www.collegedekho.com/)
13:16:32	182365/182365	------	200	untouched ('OK')	text/html	etag:W/%2297ags5j3qt3udm%22	https://www.collegedekho.com/colleges/rig-institute-of-hospitality-management-rohini-campus-new-delhi	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/rig-institute-of-hospitality-management-rohini-campus-new-delhi.html	(from https://www.collegedekho.com/)
13:16:32	300165/300165	------	200	untouched ('OK')	text/html	etag:W/%226psndzxp326d59%22	https://www.collegedekho.com/colleges/institute-of-hotel-management-and-culinary-studies	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/institute-of-hotel-management-and-culinary-studies.html	(from https://www.collegedekho.com/)
13:16:32	284985/284985	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:04%20GMT	https://www.collegedekho.com/hospitality-aviation-entrance-exams/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation-entrance-exams/index.html	(from https://www.collegedekho.com/)
13:16:32	184052/184052	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:04%20GMT	https://www.collegedekho.com/exam/upsee	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/upsee.html	(from https://www.collegedekho.com/)
13:16:32	191917/191917	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:05%20GMT	https://www.collegedekho.com/exam/lpunest	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/lpunest.html	(from https://www.collegedekho.com/)
13:16:32	134678/134678	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:07%20GMT	https://www.collegedekho.com/exam/jmiee	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/jmiee.html	(from https://www.collegedekho.com/)
13:16:32	151752/151752	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:08%20GMT	https://www.collegedekho.com/exam/ipu-cet	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/ipu-cet.html	(from https://www.collegedekho.com/)
13:16:32	147986/147986	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:09%20GMT	https://www.collegedekho.com/exam/saat	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/saat.html	(from https://www.collegedekho.com/)
13:16:32	438407/438407	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:09%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-maharashtra/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-maharashtra/index.html	(from https://www.collegedekho.com/)
13:16:33	453190/453190	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:10%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-tamil-nadu/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-tamil-nadu/index.html	(from https://www.collegedekho.com/)
13:16:33	421405/421405	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:10%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-delhi/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-delhi/index.html	(from https://www.collegedekho.com/)
13:16:33	419082/419082	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:18%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-karnataka/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-karnataka/index.html	(from https://www.collegedekho.com/)
13:16:33	467123/467123	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:20%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-rajasthan/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-rajasthan/index.html	(from https://www.collegedekho.com/)
13:16:33	481617/481617	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:20%20GMT	https://www.collegedekho.com/hospitality-aviation/colleges-in-punjab/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hospitality-aviation/colleges-in-punjab/index.html	(from https://www.collegedekho.com/)
13:16:33	242583/242583	------	200	untouched ('OK')	text/html	etag:W/%22zwb52dwulk55d6%22	https://www.collegedekho.com/hotel-management-course-cid	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/hotel-management-course-cid.html	(from https://www.collegedekho.com/)
13:16:33	251061/251061	------	200	untouched ('OK')	text/html	etag:W/%22nti5e3az2s5c6e%22	https://www.collegedekho.com/courses/mba-hotel-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/mba-hotel-management.html	(from https://www.collegedekho.com/)
13:16:33	295563/295563	------	200	untouched ('OK')	text/html	etag:W/%226kbo19vwo96abu%22	https://www.collegedekho.com/courses/bachelor-of-hotel-management-bhm	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bachelor-of-hotel-management-bhm.html	(from https://www.collegedekho.com/)
13:16:33	230869/230869	------	200	untouched ('OK')	text/html	etag:W/%22y796ji9iqe4woa%22	https://www.collegedekho.com/courses/bba-hotel-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bba-hotel-management.html	(from https://www.collegedekho.com/)
13:16:33	243897/243897	------	200	untouched ('OK')	text/html	etag:W/%2211uvqgmw5po56ny%22	https://www.collegedekho.com/courses/event-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/event-management.html	(from https://www.collegedekho.com/)
13:16:33	272063/272063	------	200	untouched ('OK')	text/html	etag:W/%22yjuly0gzyp5sey%22	https://www.collegedekho.com/courses/hospital-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/hospital-management.html	(from https://www.collegedekho.com/)
13:16:33	173083/173083	------	200	untouched ('OK')	text/html	etag:W/%22zkyqy0fotq3o0u%22	https://www.collegedekho.com/courses/master-of-hotel-management-mhm	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/master-of-hotel-management-mhm.html	(from https://www.collegedekho.com/)
13:16:33	257483/257483	------	200	untouched ('OK')	text/html	etag:W/%22jpnkh5433s5h58%22	https://www.collegedekho.com/courses/bba-in-hospital-management	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bba-in-hospital-management.html	(from https://www.collegedekho.com/)
13:16:33	177973/177973	------	200	untouched ('OK')	text/html	etag:W/%223lmkakxer93rv0%22	https://www.collegedekho.com/courses/pgdhm	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/pgdhm.html	(from https://www.collegedekho.com/)
13:16:33	167616/167616	------	200	untouched ('OK')	text/html	etag:W/%22493g3ah0tn3jvn%22	https://www.collegedekho.com/courses/bha	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bha.html	(from https://www.collegedekho.com/)
13:16:33	591431/591431	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:36%20GMT	https://www.collegedekho.com/information-technology/colleges-in-india/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-india/index.html	(from https://www.collegedekho.com/)
13:16:33	508084/508084	------	200	untouched ('OK')	text/html	etag:W/%2213aufu89q0raour%22	https://www.collegedekho.com/colleges/cpj-college	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/cpj-college.html	(from https://www.collegedekho.com/)
13:16:33	397452/397452	------	200	untouched ('OK')	text/html	etag:W/%226w1v6y2dzj8g8e%22	https://www.collegedekho.com/colleges/united-college-of-engineering-research-greater-noida	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/united-college-of-engineering-research-greater-noida.html	(from https://www.collegedekho.com/)
13:16:33	331227/331227	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:40%20GMT	https://www.collegedekho.com/information-technology-entrance-exams/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology-entrance-exams/index.html	(from https://www.collegedekho.com/)
13:16:33	218877/218877	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:40%20GMT	https://www.collegedekho.com/exam/ojee	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/ojee.html	(from https://www.collegedekho.com/)
13:16:33	168749/168749	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:41%20GMT	https://www.collegedekho.com/exam/kiitee	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/kiitee.html	(from https://www.collegedekho.com/)
13:16:34	222475/222475	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:43%20GMT	https://www.collegedekho.com/exam/jnuee	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/jnuee.html	(from https://www.collegedekho.com/)
13:16:34	485875/485875	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:44%20GMT	https://www.collegedekho.com/information-technology/colleges-in-maharashtra/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-maharashtra/index.html	(from https://www.collegedekho.com/)
13:16:34	496118/496118	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:44%20GMT	https://www.collegedekho.com/information-technology/colleges-in-tamil-nadu/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-tamil-nadu/index.html	(from https://www.collegedekho.com/)
13:16:34	485922/485922	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:44%20GMT	https://www.collegedekho.com/information-technology/colleges-in-delhi/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-delhi/index.html	(from https://www.collegedekho.com/)
13:16:34	510705/510705	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:55%20GMT	https://www.collegedekho.com/information-technology/colleges-in-karnataka/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-karnataka/index.html	(from https://www.collegedekho.com/)
13:16:34	522219/522219	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:57%20GMT	https://www.collegedekho.com/information-technology/colleges-in-uttar-pradesh/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-uttar-pradesh/index.html	(from https://www.collegedekho.com/)
13:16:34	494055/494055	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2008:59:57%20GMT	https://www.collegedekho.com/information-technology/colleges-in-punjab/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/information-technology/colleges-in-punjab/index.html	(from https://www.collegedekho.com/)
13:16:34	320381/320381	------	200	untouched ('OK')	text/html	etag:W/%22q9jo54cmxz6tba%22	https://www.collegedekho.com/courses/bca	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bca.html	(from https://www.collegedekho.com/)
13:16:34	295094/295094	------	200	untouched ('OK')	text/html	etag:W/%22j0r92etlq96a2z%22	https://www.collegedekho.com/courses/diploma-in-computer-application	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/diploma-in-computer-application.html	(from https://www.collegedekho.com/)
13:16:34	274047/274047	------	200	untouched ('OK')	text/html	etag:W/%22aznx4w3a2e5twq%22	https://www.collegedekho.com/courses/msc-data-science	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/msc-data-science.html	(from https://www.collegedekho.com/)
13:16:34	261906/261906	------	200	untouched ('OK')	text/html	etag:W/%22jqsy1o6nly5kgb%22	https://www.collegedekho.com/courses/pgdca-course	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/pgdca-course.html	(from https://www.collegedekho.com/)
13:16:34	242928/242928	------	200	untouched ('OK')	text/html	etag:W/%223rtdpwfg155yn%22	https://www.collegedekho.com/courses/bba-computer-application	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bba-computer-application.html	(from https://www.collegedekho.com/)
13:16:34	292201/292201	------	200	untouched ('OK')	text/html	etag:W/%22wreo99bas467um%22	https://www.collegedekho.com/courses/bsc-it	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/bsc-it.html	(from https://www.collegedekho.com/)
13:16:34	192996/192996	------	200	untouched ('OK')	text/html	etag:W/%22s9dbz62fsc43g1%22	https://www.collegedekho.com/courses/msc-information-technology-it	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/msc-information-technology-it.html	(from https://www.collegedekho.com/)
13:16:35	290920/290920	------	200	untouched ('OK')	text/html	etag:W/%22zf2ekcv5c466xv%22	https://www.collegedekho.com/courses/btech-it	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/btech-it.html	(from https://www.collegedekho.com/)
13:16:35	177283/177283	------	200	untouched ('OK')	text/html	etag:W/%22aw2yrnpflj3rbw%22	https://www.collegedekho.com/courses/masters-of-technology-in-information-technology	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/courses/masters-of-technology-in-information-technology.html	(from https://www.collegedekho.com/)
13:16:35	507981/507981	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2009:00:08%20GMT	https://www.collegedekho.com/arts/colleges-in-india/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/arts/colleges-in-india/index.html	(from https://www.collegedekho.com/)
13:16:35	407561/407561	------	200	untouched ('OK')	text/html	etag:W/%22q1vg0ypnwa8nsk%22	https://www.collegedekho.com/colleges/gitam-university	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/gitam-university.html	(from https://www.collegedekho.com/)
13:16:35	357133/357133	------	200	untouched ('OK')	text/html	etag:W/%22oq8b0ojzxm7kz7%22	https://www.collegedekho.com/colleges/rungta-group-of-institutions	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/rungta-group-of-institutions.html	(from https://www.collegedekho.com/)
13:16:35	255096/255096	------	200	untouched ('OK')	text/html	etag:W/%22n3dmnp90lq5efq%22	https://www.collegedekho.com/colleges/sri-balaji-pg-mahavidyalaya	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/colleges/sri-balaji-pg-mahavidyalaya.html	(from https://www.collegedekho.com/)
13:16:35	379064/379064	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2009:00:11%20GMT	https://www.collegedekho.com/arts-entrance-exams/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/arts-entrance-exams/index.html	(from https://www.collegedekho.com/)
13:16:35	223312/223312	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2009:00:11%20GMT	https://www.collegedekho.com/exam/tissnet	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/exam/tissnet.html	(from https://www.collegedekho.com/)
13:16:35	571561/571561	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2009:00:12%20GMT	https://www.collegedekho.com/arts/colleges-in-maharashtra/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/arts/colleges-in-maharashtra/index.html	(from https://www.collegedekho.com/)
13:16:35	461008/461008	------	200	untouched ('OK')	text/html	date:Sun,%2020%20Sep%202026%2009:00:13%20GMT	https://www.collegedekho.com/arts/colleges-in-tamil-nadu/	C:/My%20Web%20Sites/https___www.collegedekho.com_/www.collegedekho.com/arts/colleges-in-tamil-nadu/index.html	(from https://www.collegedekho.com/)
